segment_no,text_original,text_en,polarity,confidence_percent,reasoning_en
10,ὑγιὴς ἀπὸ τῆς μάστιγός σου.  Ἔτι αὐτοῦ λαλοῦντος ἔρχονται,"healed of your disease."" While he was still speaking, there come",0.6,80,"This segment describes healing and the arrival of someone, which carries a positive sentiment due to the implication of recovery and potential good news."
1,ἀπὸ τοῦ ἀρχισυναγώγου λέγοντες ὅτι Ἡ θυγάτηρ,"Coming from the synagogue ruler, saying, ""Your daughter""",-0.2,60,"The segment introduces a situation involving the daughter of a synagogue ruler, setting a potentially negative tone due to the mention of a family member."
2,σου ἀπέθανεν· τί ἔτι σκύλλεις τὸν διδάσκαλον;  ὁ δὲ Ἰησοῦς,is dead. Why do you still trouble the teacher? But Jesus,-0.7,85,This segment expresses grief and loss with the statement that someone's daughter has died. The question implies a sense of futility and burden.
3,παρακούσας τὸν λόγον λαλούμενον λέγει τῷ ἀρχισυναγώγῳ,"overhearing the word being spoken, says to the synagogue ruler,",0.1,50,This segment is neutral in tone. It simply describes Jesus overhearing and then speaking to the synagogue ruler. There is no explicit positive or negative sentiment.
4,"Μὴ φοβοῦ, μόνον πίστευε.  καὶ οὐκ ἀφῆκεν οὐδένα μετʼ","""Do not fear, only believe."" And he did not allow anyone to follow with",0.6,75,"The phrase ""Do not fear, only believe"" expresses encouragement and hope, suggesting a positive sentiment. The rest of the sentence is neutral."
5,αὐτοῦ συνακολουθῆσαι εἰ μὴ τὸν Πέτρον καὶ Ἰάκωβον,him except Peter and James,0.0,40,This segment is neutral. It simply states who was allowed to follow Jesus. There is no inherent positive or negative sentiment.
6,καὶ Ἰωάνην τὸν ἀδελφὸν Ἰακώβου.  καὶ ἔρχονται εἰς τὸν,and John the brother of James. And they come to the,0.0,40,This segment is neutral. It continues to list the people and describes their arrival. There is no inherent positive or negative sentiment.
7,"οἶκον τοῦ ἀρχισυναγώγου, καὶ θεωρεῖ θόρυβον καὶ κλαίοντας","house of the synagogue ruler, and sees a commotion and people weeping",-0.6,80,"The segment describes a scene of ""commotion"" and ""weeping,"" indicating sadness and distress, thus a negative sentiment."
8,"καὶ ἀλαλάζοντας πολλά,  καὶ εἰσελθὼν λέγει αὐτοῖς","and wailing loudly. And entering, he says to them,",-0.5,75,"The segment describes ""wailing loudly,"" which indicates grief and sorrow, thus a negative sentiment. The rest of the sentence is neutral."
9,Τί θορυβεῖσθε καὶ κλαίετε; τὸ παιδίον οὐκ ἀπέθανεν ἀλλὰ,"""Why are you making a commotion and weeping? The child is not dead but",0.3,65,"The question ""Why are you making a commotion and weeping?"" challenges the negative atmosphere. The statement ""The child is not dead"" offers a glimmer of hope, shifting the sentiment slightly positive."
10,καθεύδει.  καὶ κατεγέλων αὐτοῦ. αὐτὸς δὲ ἐκβαλὼν πάντας,"sleeping."" And they were laughing at him. But he, having put everyone out,",-0.4,70,"The phrase ""they were laughing at him"" indicates mockery and disbelief, contributing to a negative sentiment. The action of putting everyone out is neutral but follows the negative reaction."
1,παραλαμβάνει τὸν πατέρα τοῦ παιδίου καὶ τὴν μητέρα,He takes the father of the child and the mother,0.6,70,"This segment describes a caring action, suggesting a positive sentiment."
2,"καὶ τοὺς μετʼ αὐτοῦ, καὶ εἰσπορεύεται ὅπου ἦν τὸ παιδίον·  καὶ κρατήσας τῆς χειρὸς τοῦ παιδίου λέγει αὐτῇ Ταλειθά","and those with him, and enters where the child was. And taking hold of the child's hand, he says to her, ""Talitha""",0.7,75,"This segment describes a healing action, suggesting a positive sentiment."
3,"κούμ, ὅ ἐστιν μεθερμηνευόμενον Τὸ κοράσιον, σοὶ λέγω,","""Koum,"" which is translated, ""Little girl, I say to you,""",0.7,75,"This segment contains a direct address with an implied positive action, suggesting a positive sentiment."
4,"ἔγειρε.  καὶ εὐθὺς ἀνέστη τὸ κοράσιον καὶ περιεπάτει, ἦν","""Arise."" And immediately the girl arose and walked; she was",0.9,90,"This segment describes a miraculous healing, suggesting a very positive sentiment."
5,"γὰρ ἐτῶν δώδεκα. καὶ ἐξέστησαν εὐθὺς ἐκστάσει μεγάλῃ.  καὶ διεστείλατο αὐτοῖς πολλὰ ἵνα μηδεὶς γνοῖ τοῦτο, καὶ","for twelve years old. And they were immediately overcome with great amazement. And he strictly charged them that no one should know it, and",0.6,70,"This segment describes amazement at a miracle, suggesting a positive sentiment, although mixed with secrecy."
6,"εἶπεν δοθῆναι αὐτῇ φαγεῖν.  Καὶ ἐξῆλθεν ἐκεῖθεν, καὶ ἔρχεται εἰς τὴν πατρίδα αὐτοῦ,","said to give her something to eat. And he went out from there and came to his hometown,",0.5,60,"This segment describes a caring action and a return home, suggesting a mildly positive sentiment."
7,καὶ ἀκολουθοῦσιν αὐτῷ οἱ μαθηταὶ αὐτοῦ.  Καὶ γενομένου,and his disciples followed him. And when,0.5,50,"This segment describes disciples following, suggesting a neutral to slightly positive sentiment due to the association with teaching."
8,σαββάτου ἤρξατο διδάσκειν ἐν τῇ συναγωγῇ· καὶ οἱ πολλοὶ,"the Sabbath had come, he began to teach in the synagogue. And many",0.6,65,"This segment describes teaching, which is generally viewed as a positive activity."
9,"ἀκούοντες ἐξεπλήσσοντο λέγοντες Πόθεν τούτῳ ταῦτα,","hearing him were astonished, saying, ""Where did this man get these things?""",0.3,60,"This segment describes astonishment, which can be positive or negative depending on the context. Here, it seems more inquisitive than overtly positive or negative."
10,"καὶ τίς ἡ σοφία ἡ δοθεῖσα τούτῳ, καὶ αἱ δυνάμεις τοιαῦται  διὰ τῶν χειρῶν αὐτοῦ γινόμεναι;  οὐχ οὗτός ἐστιν ὁ τέκτων,","""What is the wisdom given to him? And what mighty works are done by his hands! Is not this the carpenter,""",0.4,65,"This segment expresses wonder and recognition of power, suggesting a slightly positive sentiment, although mixed with questioning."
1,ὁ υἱὸς τῆς Μαρίας καὶ ἀδελφὸς Ἰακώβου καὶ Ἰωσῆτος καὶ,The son of Mary and brother of James and Joses and,0.0,60,"This segment is a statement of fact, identifying individuals. It doesn't express any particular sentiment."
2,Ἰούδα καὶ Σίμωνος; καὶ οὐκ εἰσὶν αἱ ἀδελφαὶ αὐτοῦ ὧδε,Judas and Simon? And are not his sisters here,0.0,60,This segment is a question and a statement of fact. It doesn't express any strong sentiment.
3,πρὸς ἡμᾶς; καὶ ἐσκανδαλίζοντο ἐν αὐτῷ.  καὶ ἔλεγεν,with us? And they were offended at him. And he said,-0.4,70,"The phrase ""they were offended at him"" indicates a negative sentiment."
4,αὐτοῖς ὁ Ἰησοῦς ὅτι Οὐκ ἔστιν προφήτης ἄτιμος εἰ μὴ ἐν,"to them Jesus, that ""A prophet is not without honor except in",-0.2,65,"The phrase ""not without honor except"" suggests a negative undertone related to lack of recognition."
5,τῇ πατρίδι αὐτοῦ καὶ ἐν τοῖς συγγενεῦσιν αὐτοῦ καὶ ἐν τῇ,his hometown and among his relatives and in his,-0.1,60,"This segment continues the thought from the previous segment, implying a lack of honor in familiar places, which carries a slightly negative sentiment."
6,οἰκίᾳ αὐτοῦ.  Καὶ οὐκ ἐδύνατο ἐκεῖ ποιῆσαι οὐδεμίαν,"house."" And he could not do any",-0.3,70,"The phrase ""he could not do any"" indicates a limitation or inability, which carries a negative sentiment."
7,"δύναμιν, εἰ μὴ ὀλίγοις ἀρρώστοις ἐπιθεὶς τὰς χεῖρας ἐθεράπευσεν·  καὶ ἐθαύμασεν διὰ τὴν ἀπιστίαν αὐτῶν.  Καὶ περιῆγεν τὰς κώμας κύκλῳ διδάσκων.  Καὶ προσκαλεῖται","miracle there, except that he laid his hands on a few sick people and healed them. And he marveled because of their unbelief. And he went around the villages teaching. And he called",-0.4,75,"The phrase ""he marveled because of their unbelief"" expresses disappointment and disbelief, indicating a negative sentiment."
8,"τοὺς δώδεκα, καὶ ἤρξατο αὐτοὺς ἀποστέλλειν δύο",the twelve and began to send them out two,0.2,60,"Sending out the twelve can be seen as a positive action, indicating purpose and mission."
9,"δύο, καὶ ἐδίδου αὐτοῖς ἐξουσίαν τῶν πνευμάτων τῶν ἀκαθάρτων,  καὶ παρήγγειλεν αὐτοῖς ἵνα μηδὲν αἴρωσιν εἰς ὁδὸν εἰ","by two, and gave them authority over the unclean spirits, and charged them to take nothing for their journey except",0.3,70,"Giving authority over unclean spirits is a positive action, suggesting empowerment and overcoming evil."
10,"μὴ ῥάβδον μόνον, μὴ ἄρτον, μὴ πήραν, μὴ εἰς τὴν ζώνην","a staff only, no bread, no bag, no money in their belts,",-0.1,60,"The instructions to take nothing suggests a sense of austerity or hardship, carrying a slightly negative sentiment."
1,"χαλκόν,  ἀλλὰ ὑποδεδεμένους σανδάλια, καὶ μὴ ἐνδύσασθαι",But to wear sandals; and not put on,0.0,60,This segment is a neutral instruction regarding attire.
2,δύο χιτῶνας.  καὶ ἔλεγεν αὐτοῖς Ὅπου ἐὰν εἰσέλθητε,"two tunics. And he said to them, ""Wherever you enter",0.0,60,This segment is a neutral statement of instruction.
3,"εἰς οἰκίαν, ἐκεῖ μένετε ἕως ἂν ἐξέλθητε ἐκεῖθεν.  καὶ ὃς","into a house, stay there until you depart from there."" And whoever,",0.0,60,This segment is a neutral instruction about staying in a house.
4,"ἂν τόπος μὴ δέξηται ὑμᾶς μηδὲ ἀκούσωσιν ὑμῶν, ἐκπορευόμενοι","any place does not receive you or hear you, when you depart",-0.2,70,"This segment describes rejection, which carries a slightly negative sentiment."
5,ἐκεῖθεν ἐκτινάξατε τὸν χοῦν τὸν ὑποκάτω τῶν ποδῶν,"from there, shake off the dust under your feet",-0.1,65,"This segment describes an action of dismissal or rejection, carrying a slightly negative sentiment."
6,ὑμῶν εἰς μαρτύριον αὐτοῖς.  Καὶ ἐξελθόντες ἐκήρυξαν ἵνα,"your feet as a testimony against them."" And they went out and proclaimed that",0.1,60,"This segment describes a proclamation, which can be seen as slightly positive or neutral depending on the context."
7,"μετανοῶσιν,  καὶ δαιμόνια πολλὰ ἐξέβαλλον, καὶ ἤλειφον","they should repent. And they cast out many demons, and anointed",0.3,75,"This segment describes repentance and casting out demons, which are generally positive actions."
8,"ἐλαίῳ πολλοὺς ἀρρώστους καὶ ἐθεράπευον.  Καὶ ἤκουσεν ὁ βασιλεὺς Ἡρῴδης, φανερὸν γὰρ ἐγένετο","with oil many who were sick and healed them. And King Herod heard of it, for his name had become well known.",0.4,75,"This segment describes healing, which is a positive action. The mention of King Herod is neutral."
9,"τὸ ὄνομα αὐτοῦ, καὶ ἔλεγον ὅτι Ἰὼάνης ὁ βαπτίζων ἐγήγερται","and they were saying, ""John the Baptist has been raised",0.1,60,"This segment is a statement about John the Baptist being raised, which is a significant event but neutral in sentiment without further context."
10,"ἐκ νεκρῶν, καὶ διὰ τοῦτο ἐνεργοῦσιν αἱ δυνάμεις ἐν αὐτῷ·  ἄλλοι δὲ ἔλεγον ὅτι Ἠλείας ἐστίν· ἄλλοι δὲ ἔλεγον","from the dead; that is why these miraculous powers are at work in him."" But others said, ""He is Elijah."" And others said,",0.1,65,"This segment describes miraculous powers and speculation about identity, which is generally neutral but slightly positive due to the mention of powers."
